"pseudounit","unit","GroupTotalUses","unit.1","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"numberofentitiesperhectare","number of entities per hectare",2,"number of entities per hectare",1,2,2,0,0,0,0,"EDI",1,1,2,2
"numberofelapsedhour","number of elapsed hours",2,"number of elapsed hours",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"numberinakilogram","number in a kilogram",2,"number in a kilogram",1,2,2,0,0,0,0,"EDI",1,1,2,2
"ns","ns",2,"ns",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nowh","nowh",2,"nowh",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nowa","nowa",2,"nowa",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"northing(meter),usingwgs84datum,utmzone12n","northing (meters), using wgs84 datum, utm zone 12n",2,"northing (meters), using wgs84 datum, utm zone 12n",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"northernpike","northern pike",2,"northern pike",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nopi","nopi",2,"nopi",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nondimensional","non dimensional",2,"non dimensional",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nodata","no data",2,"no data",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"noaa'srepresentationofdroughtseverityrangefrom-4(dry)to+4(wet),howevermoreextremedryorwetindicescanoccur.","noaa's representation of drought severity range from -4 (dry) to +4 (wet), however more extreme dry or wet indices can occur.",2,"noaa's representation of drought severity range from -4 (dry) to +4 (wet), however more extreme dry or wet indices can occur.",1,2,2,0,0,0,0,"EDI",1,1,2,2
"nmleuperday","nm leu/day",2,"nm leu/day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nmleuperday","nm leu/day",2,"nm leu/day",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nm","nm",2,"nm",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nj","nj",2,"nj",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nh4-npergsoil","nh4-n/gsoil",2,"nh4-n/gsoil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nh4-npergsoil","nh4-n/gsoil",2,"nh4-n/gsoil",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nh","nh",2,"nh",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nephlometricturbidityunits","nephlometricturbidityunits",2,"nephlometricturbidityunits",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nephlometricturbidityunits","nephlometric turbidity units",2,"nephlometric turbidity units",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nephelometricturbidityunits,commonunitformeasuringturbidity","nephelometric turbidity units, common unit for measuring turbidity",2,"nephelometric turbidity units, common unit for measuring turbidity",1,2,2,0,0,0,0,"EDI",1,1,2,2
"nech80-1","nech80-1",2,"nech80-1",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nc","nc",2,"nc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nb","nb",2,"nb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nb","nb",2,"nb",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nasc","na_sc",2,"na_sc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nanoteslas(nt)","nanoteslas (nt)",2,"nanoteslas (nt)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nanomolepersquarecentimeterperhour","nanomolepersquarecentimeterperhour",2,"nanomolepersquarecentimeterperhour",1,1,2,0,0,0,0,"EDI",1,1,1,2
"nanomolepermolepersecond","nanomolepermolepersecond",2,"nanomolepermolepersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolepermolepersecond","nanomolepermolepersecond",2,"nanomolepermolepersecond",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanomolepermetersquaredpersecond","nano moles per meter squared per second",2,"nano moles per meter squared per second",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolepermetersquaredpersecond","nanomoles per meter squared per second",2,"nanomoles per meter squared per second",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanomolepercountperminute","nanomolepercountperminute",2,"nanomolepercountperminute",1,1,2,0,0,0,0,"EDI",1,1,1,2
"nanomolar(nm)","nanomolar (nm)",2,"nanomolar (nm)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nanogramofnitrogenpersquarecentimeterperhour","nanogram of nitrogen per squarecentimeters per hour",2,"nanogram of nitrogen per squarecentimeters per hour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanogramofnitrogenpersquarecentimeterperhour","nanogram of nitrogen per squarecentimeters per hour",2,"nanogram of nitrogen per squarecentimeters per hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanogramofcarbonpersquarecentimeterperhour","nanogram of carbon per squarecentimeters per hour",2,"nanogram of carbon per squarecentimeters per hour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"nanogramofcarbonpersquarecentimeterperhour","nanogram of carbon per squarecentimeters per hour",2,"nanogram of carbon per squarecentimeters per hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"nanamolepergramperhour","nanamolepergramperhour",2,"nanamolepergramperhour",1,1,2,0,0,0,0,"EDI",1,1,1,2
"nan","nan",2,"nan",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nalc","na_lc",2,"na_lc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nad27","nad27",2,"nad27",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"n.americanriver","n. american river",2,"n. american river",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mw,kilometer","mw, km",2,"mw, km",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"muscle","muscle",2,"muscle",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mudflatfresh","mud flat fresh",2,"mud flat fresh",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mts","mts",2,"mts",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mt","mt",2,"mt",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"msstree","ms_st_ree",2,"ms_st_ree",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"msst","ms_st",2,"ms_st",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mspr-04","mspr-04",2,"mspr-04",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"msperm","ms/m",2,"ms/m",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"msec-1","msec-1",2,"msec-1",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"ms-1","ms-1",2,"ms-1",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"mpa","mpa",2,"mpa",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mouth","mouth",2,"mouth",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mottled","mottled",2,"mottled",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mottled","mottled",2,"mottled",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"monthperdayperyear","month/day/year",2,"month/day/year",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"molepersquaremeter","moles per square meter",2,"moles per square meter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"molepersquaremeter","mole per square meter",2,"mole per square meter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"molepermeterquareperday","molespermetersquareperday",2,"molespermetersquareperday",1,1,2,0,0,0,0,"EDI",1,1,1,2
"moleperliterperatmosphere","mol per liter per atmosphere",2,"mol per liter per atmosphere",1,1,2,0,0,0,0,"EDI",1,1,1,2
"moleofsubstancepersquaremeterperday","moles of substance per square meter per day",2,"moles of substance per square meter per day",1,2,2,0,0,0,0,"EDI",1,1,2,2
"molco2m-2s-1","molco2m-2s-1",2,"molco2m-2s-1",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"molco2m-2s-1","molco2m-2s-1",2,"molco2m-2s-1",1,1,1,0,0,0,0,"EDI",1,1,1,1
"molarratio","molar ratio",2,"molar ratio",1,1,2,0,0,0,0,"EDI",1,1,1,2
"molarconcentration","molar concentration",2,"molar concentration",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mogdata","mog data",2,"mog data",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"moderately-slopingshelf","moderately-sloping shelf",2,"moderately-sloping shelf",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"modbkstr","modbkstr",2,"modbkstr",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mmoleperliter","mmole/liter",2,"mmole/liter",1,2,2,0,0,0,0,"EDI",1,1,2,2
"mm^3perliter","mm^3/l",2,"mm^3/l",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mls","mls",2,"mls",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"mixed","mixed",2,"mixed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mixed","mixed",2,"mixed",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"missingvaluecode","missing value code",2,"missing value code",1,1,2,0,0,0,0,"EDI",1,1,1,2
"minute(24-hrclock,utc)","minute (24-hr clock, utc)",2,"minute (24-hr clock, utc)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"minute(0-60)","minutes (0 - 60)",2,"minutes (0 - 60)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"minute(0-60)","minutes (0 - 60)",2,"minutes (0 - 60)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mini-seaboss","mini-seaboss",2,"mini-seaboss",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"min.vanveen","min. van veen",2,"min. van veen",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"millivoltpermillivolt","millivoltspermillivolt",2,"millivoltspermillivolt",1,1,2,0,0,0,0,"EDI",1,1,1,2
"millivolt(mv)","millivolts (mv)",2,"millivolts (mv)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"millisiemenpercentimeter,electrolyticconductivityofasolution","millisiemen per centimeter, electrolytic conductivity of a solution",2,"millisiemen per centimeter, electrolytic conductivity of a solution",1,2,2,0,0,0,0,"EDI",1,1,2,2
"millisiemen","millisiemen",2,"millisiemen",1,2,2,0,0,0,0,"EDI",1,1,2,2
"millionsofbarrels(mbls)","millions of barrels (mbls)",2,"millions of barrels (mbls)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milliongallonperdaypersquaremile","million gallons per day per square mile",2,"million gallons per day per square mile",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"millioncubicmeter","millioncubicmeters",2,"millioncubicmeters",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millioncubicmeter","millioncubicmeters",2,"millioncubicmeters",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"millimolepersquaremeterperhour(arealfluxordiffusionofasubstance)","millimoles per square meter per hour (areal flux or diffusion of a substance)",2,"millimoles per square meter per hour (areal flux or diffusion of a substance)",2,2,2,0,0,0,0,"EDI",1,2,2,2
"millimolepermolepersecond","millimolepermolepersecond",2,"millimolepermolepersecond",1,1,2,0,0,0,0,"EDI",1,1,1,2
"millimolepermeterquareperday","millimolespermetersquareperday",2,"millimolespermetersquareperday",2,2,2,0,0,0,0,"EDI",1,2,2,2
"millimolepermeterquaredpernight","millimolepermetersquaredpernight",2,"millimolepermetersquaredpernight",1,1,2,0,0,0,0,"EDI",1,1,1,2
"millimetresperhour","millimetresperhour",2,"millimetresperhour",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"millimeterpernumber","millimeterpernumber",2,"millimeterpernumber",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"millimeterpernumber","millimeterpernumber",2,"millimeterpernumber",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimeterpercentimeterquaredperday","millimeterpercentimetersquaredperday",2,"millimeterpercentimetersquaredperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimeterpercentimeterquaredperday","millimeterpercentimetersquaredperday",2,"millimeterpercentimetersquaredperday",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"millimeterpercentimeterquared","millimeterpercentimetersquared",2,"millimeterpercentimetersquared",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millimeterpercentimeterquared","millimeterpercentimetersquared",2,"millimeterpercentimetersquared",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"milliliterperhour","millilitersperhour",2,"millilitersperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliliterperhour","milliliterperhour",2,"milliliterperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligrampermilligramperday","milligrampermilligramperday",2,"milligrampermilligramperday",1,2,2,0,0,0,0,"EDI",1,1,2,2
"milligramperlitte","milligramperlitte",2,"milligramperlitte",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milligramperliterasphosphorus(mgperliterasp)","milligrams per liter as phosphorus (mg/l as p)",2,"milligrams per liter as phosphorus (mg/l as p)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milligramperliterasphosphorus","milligramperliterasphosphorus",2,"milligramperliterasphosphorus",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milligramperliterascalciumcarbonate(mgperliterascaco3)","milligrams per liter as calcium carbonate (mg/l as caco3)",2,"milligrams per liter as calcium carbonate (mg/l as caco3)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milligramperkilogrampermonth","milligramperkilogrampermonth",2,"milligramperkilogrampermonth",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"milligramperkilogrampermonth","milligramperkilogrampermonth",2,"milligramperkilogrampermonth",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milligramperkilogram(mgperkg),wetweight","milligrams per kilogram (mg/kg), wet weight",2,"milligrams per kilogram (mg/kg), wet weight",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milligrampergramoil(mgpergramoil)","milligrams per gram oil (mg/g oil)",2,"milligrams per gram oil (mg/g oil)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milligramofsubstancepersquaremeterperhour","milligrams of substance per square meter per hour",2,"milligrams of substance per square meter per hour",1,2,2,0,0,0,0,"EDI",1,1,2,2
"milligramofnitrogen(ammonium&nitrate)perkilogramdrysoilperday","milligrams of nitrogen (ammonium & nitrate) per kilogram dry soil per day",2,"milligrams of nitrogen (ammonium & nitrate) per kilogram dry soil per day",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milligramofnitrateperkilogramdrysoilperday","milligrams of nitrate per kilogram dry soil per day",2,"milligrams of nitrate per kilogram dry soil per day",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milligraminagram","milligrams in a gram",2,"milligrams in a gram",1,2,2,0,0,0,0,"EDI",1,1,2,2
"milligramcarbonpermeterquaredperday","milligramcarbonpermetersquaredperday",2,"milligramcarbonpermetersquaredperday",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milliequivalentsperhectogram","milliequivalentsperhectogram",2,"milliequivalentsperhectogram",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milliequivalentpergram","milliequivalentpergram",2,"milliequivalentpergram",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"milliequivalentpergram","milliequivalentpergram",2,"milliequivalentpergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"milliequivalent","milliequivalent",2,"milliequivalent",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milli-siemenspercentimeter","milli-siemens per centimeter",2,"milli-siemens per centimeter",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"millgramperkilogram","millgramsperkilogram",2,"millgramsperkilogram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"millgramperkilogram","millgramsperkilogram",2,"millgramsperkilogram",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"milivoltpercentimeter","milivoltspercentimeter",2,"milivoltspercentimeter",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"milivoltpercentimeter","milivoltspercentimeter",2,"milivoltspercentimeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"militarytime","military time",2,"military time",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"milimeterpermonth","milimeterpermonth",2,"milimeterpermonth",1,1,2,0,0,0,0,"EDI",1,1,1,2
"milimeter","milimeter",2,"milimeter",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"microsimmens","microsimmens",2,"microsimmens",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"micromolperkilogramofseawater","micromol per kilogram of seawater",2,"micromol per kilogram of seawater",1,1,2,0,0,0,0,"EDI",1,1,1,2
"micromolperkilogram","micromol/kg",2,"micromol/kg",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"micromolepermilligram","micromolepermilligram",2,"micromolepermilligram",1,1,2,0,0,0,0,"EDI",1,1,1,2
"micromolepermeteruaredpersecond","micromolespermetersuaredpersecond",2,"micromolespermetersuaredpersecond",1,1,2,0,0,0,0,"EDI",1,1,1,2
"micromolepermeterquarepersecond","micromolespermetersquarepersecond",2,"micromolespermetersquarepersecond",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolepermeterquarepersecond","micromolepermetersquarepersecond",2,"micromolepermetersquarepersecond",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"micromoleperkilogramofwater(umolperkg)","micromole per kilogram of water (umol/kg)",2,"micromole per kilogram of water (umol/kg)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"micromolepercountperminute","micromolepercountperminute",2,"micromolepercountperminute",1,1,2,0,0,0,0,"EDI",1,1,1,2
"micromolenpergramnoduleperhour","micromolesnpergramnoduleperhour",2,"micromolesnpergramnoduleperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolenpergramnoduleperhour","micromolesnpergramnoduleperhour",2,"micromolesnpergramnoduleperhour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"micromolefe","umol fe",2,"umol fe",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"micromoleco2pergramnoduleperhour","micromolesco2pergramnoduleperhour",2,"micromolesco2pergramnoduleperhour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"micromoleco2pergramnoduleperhour","micromolesco2pergramnoduleperhour",2,"micromolesco2pergramnoduleperhour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"micromolar(micromolar)","micromolar (micromolar)",2,"micromolar (micromolar)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"micrometercubedperliter","micrometercubedperliter",2,"micrometercubedperliter",2,2,2,0,0,0,0,"EDI",1,2,2,2
"microgrampershortshoot","microgramspershortshoot",2,"microgramspershortshoot",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"microgrampershortshoot","microgramspershortshoot",2,"microgramspershortshoot",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgrampersecond","micrograms per second",2,"micrograms per second",1,2,2,0,0,0,0,"EDI",1,1,2,2
"microgramperresinbag","microgramsperresinbag",2,"microgramsperresinbag",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgrampermeterquaredperminute","microgrampermetersquaredperminute",2,"microgrampermetersquaredperminute",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgrampermeterquared","microgrampermetersquared",2,"microgrampermetersquared",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgramperliterperminute","micrograms / liter /minute",2,"micrograms / liter /minute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramperliterperminute","microgramsperliterperminute",2,"microgramsperliterperminute",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramperliter(ugperl)","micrograms per liter (ug/l)",2,"micrograms per liter (ug/l)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"microgrampergramperweek","micrograms per gram per week",2,"micrograms per gram per week",1,2,2,0,0,0,0,"EDI",1,1,2,2
"microgrampergrampermin","microgramspergrampermin",2,"microgramspergrampermin",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgrampergramdrysoil","ug/g dry soil",2,"ug/g dry soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgrampergramdrysoil","micrograms per g dry soil",2,"micrograms per g dry soil",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"microgramperday","microgramperday",2,"microgramperday",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgrampercount","microgrampercount",2,"microgrampercount",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgrampercentimeterquaredperday","microgrampercentimetersquaredperday",2,"microgrampercentimetersquaredperday",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgrampercentimeter","microgramspercentimeter",2,"microgramspercentimeter",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgramper10centimetersquared","micrograms per 10 cm2",2,"micrograms per 10 cm2",1,2,2,0,0,0,0,"EDI",1,1,2,2
"microgramofcarbonpersquarecentimeterperhour","microgram of carbon per squarecentimeters per hour",2,"microgram of carbon per squarecentimeters per hour",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"microgramofcarbonpersquarecentimeterperhour","microgram of carbon per squarecentimeters per hour",2,"microgram of carbon per squarecentimeters per hour",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgramnpergramsoil","microgram n/g soil",2,"microgram n/g soil",1,2,2,0,0,0,0,"EDI",1,1,2,2
"microgramnpergramdrysoilperday","microgramnpergramdrysoilperday",2,"microgramnpergramdrysoilperday",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgramcpergramsoil","microgram c/g soil",2,"microgram c/g soil",1,2,2,0,0,0,0,"EDI",1,1,2,2
"microgramchl-aperkilogramsoil","ug chl-a/kg soil",2,"ug chl-a/kg soil",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"microgofcarbonperliter","microgofcarbon/liter",2,"microgofcarbon/liter",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microgcpergafdmperhour","microgc/gafdm/hr",2,"microgc/gafdm/hr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"microgcpergafdmperhour","microgc/gafdm/hr",2,"microgc/gafdm/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microgcpercentimetersquaredperhour","microgc/cm2/hr",2,"microgc/cm2/hr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"microgcpercentimetersquaredperhour","microgc/cm2/hr",2,"microgc/cm2/hr",1,1,1,0,0,0,0,"EDI",1,1,1,1
"microeinsteinspermetersquaredpersecond","microeinsteins/m^2/second",2,"microeinsteins/m^2/second",1,1,2,0,0,0,0,"EDI",1,1,1,2
"microeinsteinspermeterquaredpersecond","microeinsteinspermetersquaredpersecond",2,"microeinsteinspermetersquaredpersecond",1,2,2,0,0,0,0,"EDI",1,1,2,2
"microbecquerelpergram","microbecquerelpergram",2,"microbecquerelpergram",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"microbecquerelpergram","microbecquerelpergram",2,"microbecquerelpergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mi","mi",2,"mi",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mgpersecondperm","mg/s/m",2,"mg/s/m",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mgpermetersquaredperhour","mg/m2/h",2,"mg/m2/h",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"mgperhectare","mg/ha",2,"mg/ha",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mgper(m2*day","mg/(m2*day",2,"mg/(m2*day",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"mgnpermetersquaredperhour","mgn/m2/h",2,"mgn/m2/h",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgnpermetersquaredperhour","mgn/m2/h",2,"mgn/m2/h",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgnperkgdrysoil","mgn/kgdrysoil",2,"mgn/kgdrysoil",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mgnpergramsoil","mg n/g soil",2,"mg n/g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgnpergramsoil","mg n / g soil",2,"mg n / g soil",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgnpergleafdrymass","mgnpergleafdrymass",2,"mgnpergleafdrymass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgnpergleafdrymass","mgnpergleafdrymass",2,"mgnpergleafdrymass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgno3-nperliter","mg no3-n / l",2,"mg no3-n / l",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mgnm2perhour","mgnm2/h",2,"mgnm2/h",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgnm2perhour","mgnm2/h",2,"mgnm2/h",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgm-3","mgm-3",2,"mgm-3",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgm-3","mgm-3",2,"mgm-3",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mghcpergramtoc","mg hc/g toc",2,"mg hc/g toc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"mgcpermetersquared","mgc/m2",2,"mgc/m2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgcpermetersquared","mgc/m2",2,"mgc/m2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgcperliter","mg c / l",2,"mg c / l",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mgcpergsoilcperday","mgc/gsoilc/day",2,"mgc/gsoilc/day",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgcpergsoilcperday","mgc/gsoilc/day",2,"mgc/gsoilc/day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgcpergleafdrymass","mgcpergleafdrymass",2,"mgcpergleafdrymass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgcpergleafdrymass","mgcpergleafdrymass",2,"mgcpergleafdrymass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgcpergdrysoilperday","mgc/gdrysoil/day",2,"mgc/gdrysoil/day",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgcpergdrysoilperday","mgc/gdrysoil/day",2,"mgc/gdrysoil/day",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgco2persecondpermetersquared","mgco2/sec/m2",2,"mgco2/sec/m2",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgco2persecondpermetersquared","mgco2/sec/m2",2,"mgco2/sec/m2",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgco2persecondpergroot","mgco2/sec/groot",2,"mgco2/sec/groot",1,1,1,0,0,0,0,"EDI",1,1,1,1
"mgco2persecondpergroot","mgco2/sec/groot",2,"mgco2/sec/groot",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"mgcm^-2h^-1","mgcm^-2h^-1",2,"mgcm^-2h^-1",1,1,2,0,0,0,0,"EDI",1,1,1,2
"mgchl-aperkilogramsoil","mg chl-a/kg soil",2,"mg chl-a/kg soil",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"mgbsaproteinprecipitatedpergleafdrymass","mgbsaproteinprecipitatedpergleafdrymass",2,"mgbsaproteinprecipitatedpergleafdrymass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
