"pseudounit","unit","GroupTotalUses","unit.1","ediScopeUses","ediPackageUses","ediTotalUses","neonScopeUses","neonPackageUses","neonTotalUses","dataoneTotalUses","orgList","numOrgs","totalScopes","totalPackages","TotalUses"
"ua3","ua3",2,"ua3",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ua2","ua2",2,"ua2",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ua1","ua1",2,"ua1",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"u.s.fishandwildlifeservice","u.s. fish and wildlife service",2,"u.s. fish and wildlife service",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tx","tx",2,"tx",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tusw","tusw",2,"tusw",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tulare","tulare",2,"tulare",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tthf","tt_hf",2,"tt_hf",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tthcl","tt_hcl",2,"tt_hcl",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ttflux","tt_flux",2,"tt_flux",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"troyouncepershortton","troy ounce per short ton",2,"troy ounce per short ton",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"troyouncepershortton","troy ounce / short ton",2,"troy ounce / short ton",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"trowel","trowel",2,"trowel",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tripod","tripod",2,"tripod",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"trapperdate","trap per date",2,"trap per date",1,1,2,0,0,0,0,"EDI",1,1,1,2
"transversesandwaves","transverse sand waves",2,"transverse sand waves",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"transversesandwaves","transverse sand waves",2,"transverse sand waves",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"transmitternumber","transmitter number",2,"transmitter number",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"transectidentificationnumber","transect identification number",2,"transect identification number",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tr","tr",2,"tr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"tr","tr",2,"tr",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"totalrotations","total rotations",2,"total rotations",1,2,2,0,0,0,0,"EDI",1,1,2,2
"total","total",2,"total",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tonperhectare","ton/ha",2,"ton/ha",1,1,2,0,0,0,0,"EDI",1,1,1,2
"tob","tob",2,"tob",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tn","tn",2,"tn",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tm","tm",2,"tm",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"time2","time_2",2,"time_2",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"time1","time_1",2,"time_1",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"tigardpublicworks","tigard public works",2,"tigard public works",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"thousandsofseedsperacre","thousands of seeds per acre",2,"thousands of seeds per acre",1,2,2,0,0,0,0,"EDI",1,1,2,2
"thousandboardfootperacre","thousandboardfootperacre",2,"thousandboardfootperacre",1,1,1,0,0,0,0,"EDI",1,1,1,1
"thousandboardfootperacre","thousandboardfootperacre",2,"thousandboardfootperacre",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"thewetlandsconservancy","the wetlands conservancy",2,"the wetlands conservancy",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"thesecondinwhichvideopositionwastaken","the second in which video position was taken",2,"the second in which video position was taken",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"thermalsensitivity","thermalsensitivity",2,"thermalsensitivity",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"thermalsensitivity","thermalsensitivity",2,"thermalsensitivity",1,1,1,0,0,0,0,"EDI",1,1,1,1
"themonthinwhichvideowastaken","the month in which video was taken",2,"the month in which video was taken",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"theminuteinwhichvideopositionwastaken","the minute in which video position was taken",2,"the minute in which video position was taken",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"thehourinwhichvideowastaken","the hour in which video was taken",2,"the hour in which video was taken",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"thedaysamplingoccured","the day sampling occured",2,"the day sampling occured",1,2,2,0,0,0,0,"EDI",1,1,2,2
"thedayonwhichvideowastaken","the day on which video was taken",2,"the day on which video was taken",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"theamountofasubstancethatreactswith(orisÃ¢Â equivalentÃ¢Â to)anarbitraryamountofanothersubstanceinagivenÃ¢Â chemicalreaction","the amount of a substance that reacts with (or isÃ¢Â equivalentÃ¢Â to) an arbitrary amount of another substance in a givenÃ¢Â chemical reaction",2,"the amount of a substance that reacts with (or isÃ¢Â equivalentÃ¢Â to) an arbitrary amount of another substance in a givenÃ¢Â chemical reaction",1,2,2,0,0,0,0,"EDI",1,1,2,2
"textvalues","text values",2,"text values",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"textvalue","text value",2,"text value",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"terrestrial","terrestrial",2,"terrestrial",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"terrestrial","terrestrial",2,"terrestrial",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"teflonshovel","teflon shovel",2,"teflon shovel",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"taxoncode","taxon code",2,"taxon code",1,1,2,0,0,0,0,"EDI",1,1,1,2
"sz","sz",2,"sz",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"swab","swab",2,"swab",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"svd","svd",2,"svd",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"svc","svc",2,"svc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"svb","svb",2,"svb",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sva","sva",2,"sva",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"suva254nm","suva_254nm",2,"suva_254nm",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sutter","sutter",2,"sutter",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"surveyh12299","survey h12299",2,"survey h12299",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"surveyh12296innorthernblockislandsound","survey h12296 in northern block island sound",2,"survey h12296 in northern block island sound",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"surf","surf",2,"surf",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"submersiblearmgrab","submersible arm grab",2,"submersible arm grab",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"submergedaquaticsfresh","submerged aquatics fresh",2,"submerged aquatics fresh",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sub-surfacemooring","sub-surface mooring",2,"sub-surface mooring",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"standarddeviations","standard deviations",2,"standard deviations",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"standardcubicfoot","standardcubicfoot",2,"standardcubicfoot",1,1,1,0,0,0,0,"EDI",1,1,1,1
"standardcubicfoot","standardcubicfoot",2,"standardcubicfoot",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"st1","st1",2,"st1",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ssw","ssw",2,"ssw",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"src","src",2,"src",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"squarefoot","squarefoot",2,"squarefoot",2,2,2,0,0,0,0,"EDI",1,2,2,2
"speistandardizedunits","spei standardized units",2,"spei standardized units",1,1,2,0,0,0,0,"EDI",1,1,1,2
"speicesdifferences","speices differences",2,"speices differences",1,1,2,0,0,0,0,"EDI",1,1,1,2
"specificconductivityofwater","specific conductivity of water",2,"specific conductivity of water",1,2,2,0,0,0,0,"EDI",1,1,2,2
"speciesdenistypertotaldensity","species denisty/total density",2,"species denisty/total density",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"spd","spd",2,"spd",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sortingorreworking","sorting or reworking",2,"sorting or reworking",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sorting","sorting",2,"sorting",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"snail","snail",2,"snail",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"snail","snail",2,"snail",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"snag","snag",2,"snag",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"snag","snag",2,"snag",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"smm","smm",2,"smm",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"smith-mcintyrewperocamera","smith-mcintyre w/ocamera",2,"smith-mcintyre w/ocamera",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"smith-mcintyrewpercamera","smith-mcintyre w/camera",2,"smith-mcintyre w/camera",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sleepingbeardunesnl","sleeping bear dunes nl",2,"sleeping bear dunes nl",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"siunitofamountofsubstanceflux","si unit of amount of substance flux",2,"si unit of amount of substance flux",1,2,2,0,0,0,0,"EDI",1,1,2,2
"sitenamesgiveninalphabeticalorder.","site names given in alphabetical order.",2,"site names given in alphabetical order.",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"siemenpercentimeter","siemenpercentimeter",2,"siemenpercentimeter",1,1,2,0,0,0,0,"EDI",1,1,1,2
"siderivedunitofpressure,1pascal=1newtonpermetersquared","si derived unit of pressure, 1 pascal = 1 newton/m^2",2,"si derived unit of pressure, 1 pascal = 1 newton/m^2",1,2,2,0,0,0,0,"EDI",1,1,2,2
"si","si",2,"si",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"si","si",2,"si",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"shortton(namely,2000poundsavoirdupois)","short ton (namely, 2000 pounds avoirdupois)",2,"short ton (namely, 2000 pounds avoirdupois)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"shg","shg",2,"shg",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"shelledbushelsperacre","shelledbushelsperacre",2,"shelledbushelsperacre",1,1,1,0,0,0,0,"EDI",1,1,1,1
"shelledbushelsperacre","shelledbushelsperacre",2,"shelledbushelsperacre",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"shellbeds","shell beds",2,"shell beds",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"shelfvalley","shelf valley",2,"shelf valley",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sfbay","sfbay",2,"sfbay",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"serialnumber","serial number",2,"serial number",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sequentialcount","sequential count",2,"sequential count",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"seismicshot","seismic shot",2,"seismic shot",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"seismiclineidentification","seismic line identification",2,"seismic line identification",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"seep","seep",2,"seep",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"seedcountperseedtrap","seed count per seed trap",2,"seed count per seed trap",1,1,2,0,0,0,0,"EDI",1,1,1,2
"secondpercentimeter","secondspercentimeter",2,"secondspercentimeter",1,1,2,0,0,0,0,"EDI",1,1,1,2
"second(24-hrclock,utc)","second (24-hr clock, utc)",2,"second (24-hr clock, utc)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"seasonalwetland(summer-irrigated)","seasonal wetland (summer-irrigated)",2,"seasonal wetland (summer-irrigated)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"seasonalwetland(notsummerirrigated)","seasonal wetland (not summer irrigated)",2,"seasonal wetland (not summer irrigated)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"scourdepression","scour depression",2,"scour depression",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"scourdepression","scour depression",2,"scour depression",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"scarp","scarp",2,"scarp",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"savs","savs",2,"savs",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sanjoaquin","san joaquin",2,"san joaquin",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sandygravel","sandy gravel",2,"sandy gravel",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sandy","sandy",2,"sandy",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sandwavesandmegaripples","sand waves and megaripples",2,"sand waves and megaripples",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sandridgeorbedform","sand ridge or bedform",2,"sand ridge or bedform",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"sacr","sacr",2,"sacr",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"s99","s99",2,"s99",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"s.g.","s.g.",2,"s.g.",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rss","rss",2,"rss",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rotosoniccore","rotosonic core",2,"rotosonic core",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rotations","rotations",2,"rotations",1,2,2,0,0,0,0,"EDI",1,1,2,2
"roq","roq",2,"roq",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ropt","ropt",2,"ropt",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rlha","rlha",2,"rlha",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ri","ri",2,"ri",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rh","rh",2,"rh",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"rh","rh",2,"rh",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"rfu","rfu",2,"rfu",1,2,2,0,0,0,0,"EDI",1,1,2,2
"removed","removed",2,"removed",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"relativefluorescentunit","relativefluorescentunit",2,"relativefluorescentunit",1,1,2,0,0,0,0,"EDI",1,1,1,2
"relativedifferencesinranks","relative differences in ranks",2,"relative differences in ranks",1,1,2,0,0,0,0,"EDI",1,1,1,2
"regular","regular",2,"regular",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"regular","regular",2,"regular",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"referenced","referenced",2,"referenced",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"record","record",2,"record",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"reciprocalmin","reciprocalmin",2,"reciprocalmin",1,1,2,0,0,0,0,"EDI",1,1,1,2
"rcki","rcki",2,"rcki",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rawfluorescenceunits","rawfluorescenceunits",2,"rawfluorescenceunits",1,1,2,0,0,0,0,"EDI",1,1,1,2
"rateincrease","rate increase",2,"rate increase",1,2,2,0,0,0,0,"EDI",1,1,2,2
"rainbowsmelt","rainbow smelt",2,"rainbow smelt",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"rain","rain",2,"rain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"rain","rain",2,"rain",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"rafa09059","rafa09059",2,"rafa09059",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"querc","querc",2,"querc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"quadratnumber","quadrat number",2,"quadrat number",1,1,2,0,0,0,0,"EDI",1,1,1,2
"qsc","qsc",2,"qsc",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pugetsound","pugetsound",2,"pugetsound",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ps","ps",2,"ps",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"probability","probability",2,"probability",1,1,2,0,0,0,0,"EDI",1,1,1,2
"pressure,oceanography","pressure, oceanography",2,"pressure, oceanography",1,2,2,0,0,0,0,"EDI",1,1,2,2
"pressure","pressure",2,"pressure",2,2,2,0,0,0,0,"EDI",1,2,2,2
"present","present",2,"present",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"practicalsalinityunits(psu)","practical salinity units (psu)",2,"practical salinity units (psu)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"practicalsalinityunits(psu)","practical salinity units (psu)",2,"practical salinity units (psu)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"position","position",2,"position",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"poreareaperlaminaarea","poreareaperlaminaarea",2,"poreareaperlaminaarea",1,1,1,0,0,0,0,"EDI",1,1,1,1
"poreareaperlaminaarea","poreareaperlaminaarea",2,"poreareaperlaminaarea",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"poolgram","pool_g",2,"pool_g",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pond","pond",2,"pond",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ponargrab","ponar grab",2,"ponar grab",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pollenquantity","pollen_quantity",2,"pollen_quantity",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pointpersquaremeter","pointpersquaremeter",2,"pointpersquaremeter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"pointpersquaremeter","point per square meter",2,"point per square meter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"pointnumber","point number",2,"point number",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"platinumcobaltunit","platinumcobaltunit",2,"platinumcobaltunit",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"platinumcobaltunit","platinumcobaltunit",2,"platinumcobaltunit",1,1,1,0,0,0,0,"EDI",1,1,1,1
"plantspermetersquared","plants m-2",2,"plants m-2",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"pits","pits",2,"pits",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pistonsampler(hydraulic)","piston sampler (hydraulic)",2,"piston sampler (hydraulic)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"picomoleperminutepermilligramofprotein","picomolesperminutepermilligramofprotein",2,"picomolesperminutepermilligramofprotein",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"picomolepergram","picomolespergram",2,"picomolespergram",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"picomolepergram","picomolespergram",2,"picomolespergram",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picogrampermilliliter","picograms per milliliter",2,"picograms per milliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picogrampermilliliter","picogramspermilliliter",2,"picogramspermilliliter",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picogramcarbon","picogramcarbon",2,"picogramcarbon",1,1,1,0,0,0,0,"EDI",1,1,1,1
"picogramcarbon","picogramcarbon",2,"picogramcarbon",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"picocuriesperliter(pciperl)","picocuries per liter(pci/l)",2,"picocuries per liter(pci/l)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"picocuriesperliter(pciperl)","picocuries per liter (pci/l)",2,"picocuries per liter (pci/l)",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"phunit","phunit",2,"phunit",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"photosyntheticactiveradiation","photosynthetic active radiation",2,"photosynthetic active radiation",1,2,2,0,0,0,0,"EDI",1,1,2,2
"petersongrab","peterson grab",2,"peterson grab",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"perthousand","perthousand",2,"perthousand",1,1,2,0,0,0,0,"EDI",1,1,1,2
"permil.","per mil.",2,"per mil.",1,1,2,0,0,0,0,"EDI",1,1,1,2
"permeterquared","permetersquared",2,"permetersquared",1,1,2,0,0,0,0,"EDI",1,1,1,2
"percentsaturationofequilibriumconcentration","percent saturation of equilibrium concentration",2,"percent saturation of equilibrium concentration",1,2,2,0,0,0,0,"EDI",1,1,2,2
"percentoutof100","percent out of 100",2,"percent out of 100",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"percentofdrymass","percent of dry mass",2,"percent of dry mass",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"percentofdrymass","percentofdrymass",2,"percentofdrymass",1,1,1,0,0,0,0,"EDI",1,1,1,1
"percentnitrogen","percent nitrogen",2,"percent nitrogen",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"percentdrywt","% dry wt",2,"% dry wt",1,1,2,0,0,0,0,"EDI",1,1,1,2
"percentcarbon","percent carbon",2,"percent carbon",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"per1000","per 1000",2,"per 1000",1,1,2,0,0,0,0,"EDI",1,1,1,2
"pef","pef",2,"pef",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pd","pd",2,"pd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pd","pd",2,"pd",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"pcm1b1climate+su+cvjvgoalwr","pcm1 b1 climate + su + cvjvgoalwr",2,"pcm1 b1 climate + su + cvjvgoalwr",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+su","pcm1 b1 climate + su",2,"pcm1 b1 climate + su",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+ctu+cvjvgoalwr+wetlandhabitatpriorityreduction","pcm1 b1 climate + ctu + cvjvgoalwr + wetland habitat priority reduction",2,"pcm1 b1 climate + ctu + cvjvgoalwr + wetland habitat priority reduction",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+ctu+cvjvgoalwr+habitatpriorityreduction+cawaterfix","pcm1 b1 climate + ctu + cvjvgoalwr + habitat priority reduction + cawaterfix",2,"pcm1 b1 climate + ctu + cvjvgoalwr + habitat priority reduction + cawaterfix",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+ctu+cvjvgoalwr+crophabitatpriorityreduction","pcm1 b1 climate + ctu + cvjvgoalwr + crop habitat priority reduction",2,"pcm1 b1 climate + ctu + cvjvgoalwr + crop habitat priority reduction",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+ctu+cvjvgoalwr+cawaterfix","pcm1 b1 climate + ctu + cvjvgoalwr + cawaterfix",2,"pcm1 b1 climate + ctu + cvjvgoalwr + cawaterfix",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+ctu+cvjvgoalwr","pcm1 b1 climate + ctu + cvjvgoalwr",2,"pcm1 b1 climate + ctu + cvjvgoalwr",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pcm1b1climate+ctu","pcm1 b1 climate + ctu",2,"pcm1 b1 climate + ctu",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"partpertrillion(ppt)","parts per trillion (ppt)",2,"parts per trillion (ppt)",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"partpermillionpersecondpermetercubed","ppm/sec/m3",2,"ppm/sec/m3",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"partpermillionpersecondpergroot","ppm/sec/groot",2,"ppm/sec/groot",1,1,1,0,0,0,1,"EDI DataOne",2,1,1,2
"partpermillionperhour","ppm/hour",2,"ppm/hour",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"paradisecreek","paradise creek",2,"paradise creek",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"pagp","pagp",2,"pagp",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"p9s","p9s",2,"p9s",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"p9n","p9n",2,"p9n",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"p8s","p8s",2,"p8s",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"p8n","p8n",2,"p8n",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"p-value","p-value",2,"p-value",1,1,2,0,0,0,0,"EDI",1,1,1,2
"outputasaword-baseddescriptionthatmayinvolvenumerics.thisfieldwillneedtobeselectedagainstwhengismappingsofthebulksedientcharactersarebeingmapped.onlyblankentriesshouldbeincludedinsuchamapping.","output as a word-based description that may involve numerics. this field will need to be selected against when gis mappings of the bulk sedient characters are being mapped. only blank entries should be included in such a mapping.",2,"output as a word-based description that may involve numerics. this field will need to be selected against when gis mappings of the bulk sedient characters are being mapped. only blank entries should be included in such a mapping.",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"otherwinter-floodedcropland","other winter-flooded cropland",2,"other winter-flooded cropland",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"oregon","oregon",2,"oregon",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"or","or",2,"or",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"opticaldensity(equivalenttoabsorbanceunitspercentimeter)","optical density (equivalent to absorbance units per centimeter)",2,"optical density (equivalent to absorbance units per centimeter)",1,2,2,0,0,0,0,"EDI",1,1,2,2
"openwaterfresh","open water fresh",2,"open water fresh",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"oncorhynchusmykiss","oncorhynchus mykiss",2,"oncorhynchus mykiss",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"oh","oh",2,"oh",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ob","ob",2,"ob",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nybight","ny bight",2,"ny bight",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"ny","ny",2,"ny",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nwis","nwis",2,"nwis",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"nv","nv",2,"nv",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"numericalexpressionoflatitudeorlongitude","numerical expression of latitude or longitude",2,"numerical expression of latitude or longitude",1,2,2,0,0,0,0,"EDI",1,1,2,2
"numberplausiblechecks","number plausible checks",2,"number plausible checks",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"numberperyear","numberperyear",2,"numberperyear",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperyear","numberperyear",2,"numberperyear",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numberpermeterquaredperday","numberpermetersquaredperday",2,"numberpermetersquaredperday",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numberpermeterquaredperday","numberpermetersquaredperday",2,"numberpermetersquaredperday",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperkilometerofshoreline","numberperkilometerofshoreline",2,"numberperkilometerofshoreline",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"numberpercentimetersquared","number per centimeter squared",2,"number per centimeter squared",1,2,2,0,0,0,0,"EDI",1,1,2,2
"numberperarea","number per area",2,"number per area",1,2,2,0,0,0,0,"EDI",1,1,2,2
"numberperacre","numberperacre",2,"numberperacre",1,1,1,0,0,0,0,"EDI",1,1,1,1
"numberperacre","numberperacre",2,"numberperacre",0,0,0,0,0,0,1,"DataOne",1,0,0,1
"numberper10squarecentimeter","number per 10 square centimeter",2,"number per 10 square centimeter",1,2,2,0,0,0,0,"EDI",1,1,2,2
"numberoftraprotationsinoneminute","number of trap rotations in one minute",2,"number of trap rotations in one minute",1,2,2,0,0,0,0,"EDI",1,1,2,2
"numberoftransects","number of transects",2,"number of transects",1,1,2,0,0,0,0,"EDI",1,1,1,2
"numberofsamplescollected","number of samples collected",2,"number of samples collected",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"numberofpassesperlocations","number of passes/locations",2,"number of passes/locations",0,0,0,0,0,0,2,"DataOne",1,0,0,2
"numberofhour","number of hours",2,"number of hours",1,1,2,0,0,0,0,"EDI",1,1,1,2
